gene,transmissibility,n_amplified_cases,gnomad_LOEUF,gnomad_pLI,gnomad_mis_z,dep_mean_effect,dep_frac_dependent,in_complex,n_complexes,complex_size,has_complex,length,mol_weight,isoelectric_point,gravy,aggregation_propensity,tm_domain_count,signal_peptide,vsl2_disorder,psipred_helix,psipred_strand,psipred_coil,asaquick_buried,transcript_length,gc_content,n_isoforms,utr5_length,utr3_length,codon_optimality,dn_ds,phylop_mean,gene_age_proxy,is_tf,is_kinase,is_receptor,is_enzyme,go_mf_category,n_tissues_expressed,tau,degree,weighted_degree,betweenness
ACAP2,0.3614457831325301,166,0.324,0.92325,3.2192,0.0143833123157501,0.0066225165562913,False,0,,0,778,88029,6.37917652130127,-0.587789203084833,2.5714285714285756,0,False,0.249,0.573,0.08,0.347,0.37,7093.0,42.0625,34.0,173.0,4583.0,38.3825,0.024797,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.5563324742769296,3,2.723,3.271459452165823e-06
ACAT1,0.06944444444444445,72,1.051,9.8525e-08,0.90559,0.0623511530020761,0.0033112582781456,False,0,,0,427,45200,8.978528022766113,0.0878220140515222,3.0000000000000004,0,False,0.005,0.459,0.133,0.408,0.417,1537.0,44.1589,61.0,40.0,213.0,33.6449,0.16119,,5.0,False,False,False,True,catalytic_activity,54.0,0.7423581816365463,45,39.832,0.000882304608001
ACAT2,0.1956521739130435,46,1.143,5.5303e-07,0.69888,0.1273421931981942,0.0041390728476821,False,0,,0,397,41351,6.465969657897949,0.2025188916876574,2.8428571428571425,0,False,0.01,0.408,0.149,0.443,0.463,1520.0,47.9062,28.0,43.0,283.0,39.9497,,,5.0,False,False,False,True,catalytic_activity,54.0,0.8301095821582907,47,41.316,0.0007745233136985
ACBD3,0.819672131147541,183,0.539,0.010653,1.823,-0.0076045660818455,0.0008278145695364,False,0,,0,528,60593,5.022429847717285,-0.919507575757576,1.9857142857142844,0,False,0.528,0.46,0.159,0.381,0.301,3584.0,51.6698,15.0,66.0,1931.0,53.1191,0.096103,,5.0,False,False,False,False,binding,54.0,0.6738419509339953,10,9.037,0.0002801695338594
ACBD5,0.5681818181818182,88,0.529,0.006148,0.87301,0.0067076902616594,0.009933774834437,True,1,1.0,1,534,60092,5.1921510696411115,-0.7790262172284644,2.9857142857142907,1,False,0.367,0.356,0.094,0.55,0.35,3903.0,45.6274,40.0,109.0,2216.0,43.1559,0.1413,,6.0,False,False,False,False,binding,54.0,0.645022446131529,11,8.909,0.0001178612626358
ACE,0.0,123,1.081,1.0344e-37,-0.69323,-0.1036176315484659,0.0074503311258278,True,1,3.0,1,1306,149715,5.94833698272705,-0.3983920367534456,3.1571428571428277,1,True,0.051,0.536,0.066,0.398,0.442,4962.0,60.2907,33.0,34.0,1007.0,81.4078,0.150527,,1.0,False,False,False,True,catalytic_activity,49.0,0.9411256397091536,17,14.129,0.0002074026089581
ACIN1,0.8372093023255814,86,0.201,1.0,2.2011,-0.7710851389207407,0.8443708609271523,True,1,2.0,1,1341,151862,6.075485801696778,-1.3445190156599554,1.9857142857142984,0,False,0.838,0.415,0.066,0.519,0.211,4460.0,53.6085,44.0,24.0,584.0,50.7788,0.150989,,5.0,False,False,False,False,binding,54.0,0.5012499609305814,21,18.020999999999997,0.0003108975495314
ACLY,0.5363636363636364,110,0.377,0.083556,3.2841,-0.5228673180082202,0.4735099337748344,True,1,1.0,1,1101,120839,6.947054862976074,-0.1052679382379655,2.9857142857142844,0,False,0.054,0.425,0.162,0.413,0.53,4293.0,55.1119,72.0,95.0,892.0,68.2396,0.015346,,5.0,False,False,False,True,catalytic_activity,54.0,0.7493357244555514,53,45.84599999999998,0.0010489322782879
ACO1,0.2,70,0.932,3.8322e-18,0.91861,0.0593334709889404,0.0008278145695364,False,0,,0,889,98399,6.232759284973144,-0.1366704161979752,3.085714285714286,0,False,0.018,0.324,0.196,0.48,0.499,7443.0,47.4532,43.0,115.0,4658.0,48.5393,0.048848,,4.0,False,False,False,True,catalytic_activity,54.0,0.6857284851943585,37,31.90900000000001,0.000420882878109
ACO2,0.18333333333333332,60,0.417,0.20791,2.9201,-0.7782906702290358,0.6423841059602649,False,0,,0,780,85425,7.357489204406738,-0.3352564102564102,2.8428571428571416,0,False,0.054,0.355,0.186,0.459,0.472,2734.0,57.3197,69.0,30.0,361.0,72.2151,0.031143,,6.0,False,False,False,True,catalytic_activity,54.0,0.7271819053359627,109,91.97899999999996,0.002779089824081
ACOT1,0.047619047619047616,84,1.528,6.4141e-05,0.84974,0.3149869788876702,0.0031545741324921,False,0,,0,421,46277,6.902379417419434,-0.1593824228028503,2.9,0,False,0.052,0.276,0.211,0.513,0.447,1686.0,61.5324,4.0,279.0,141.0,72.2749,,,4.0,False,False,False,True,catalytic_activity,53.0,0.5645140553796993,9,8.100999999999999,0.0001140380628679
ACOT11,0.2647058823529412,68,1.082,1.0844e-16,0.53887,0.0018147978826967,0.0008278145695364,False,0,,0,607,68492,8.664438056945801,-0.3846787479406919,2.7142857142857144,0,False,0.018,0.339,0.237,0.424,0.394,3084.0,60.3361,24.0,82.0,1217.0,80.5042,0.097203,,4.0,False,False,False,True,catalytic_activity,38.0,0.7189228945470078,1,0.827,0.0
ACOT13,0.1595744680851064,94,1.936,3.1271e-06,0.09541,0.0208416384102425,0.0024834437086092,False,0,,0,140,14960,9.229890251159668,0.0278571428571428,2.185714285714286,0,False,0.036,0.286,0.357,0.357,0.121,4041.0,44.6809,12.0,187.0,3431.0,41.844,0.145936,,5.0,False,False,False,True,catalytic_activity,54.0,0.6247537964454006,6,4.958,0.0001871523417559
ACOT7,0.4603174603174603,63,0.434,0.75926,1.9837,0.0641755909867837,0.0008278145695364,False,0,,0,380,41796,8.854619789123536,-0.3028947368421052,2.557142857142857,0,False,0.134,0.308,0.25,0.442,0.376,1806.0,61.9048,18.0,368.0,325.0,82.4798,0.071716,,4.0,False,False,False,True,catalytic_activity,54.0,0.7680121343979288,5,4.3,0.0001318295087264
ACOT8,0.4489795918367347,147,1.001,5.9662e-06,0.12376,0.0464283435158747,0.0,False,0,,0,319,35914,7.223860740661622,-0.2912225705329154,2.685714285714286,0,False,0.141,0.197,0.292,0.511,0.423,1154.0,60.7292,42.0,77.0,117.0,75.0,0.134079,,5.0,False,False,False,True,catalytic_activity,54.0,0.3733235598059914,8,6.795,3.301630955443373e-05
ACOX1,0.05785123966942149,121,0.462,0.062095,1.9819,-0.1671957202241312,0.0538079470198675,False,0,,0,660,74424,8.34886531829834,-0.253030303030303,2.728571428571428,0,False,0.067,0.521,0.121,0.358,0.458,7317.0,49.5209,31.0,93.0,5241.0,55.5219,0.077618,,4.0,False,False,False,True,catalytic_activity,54.0,0.564010938531419,71,62.012,0.0013159892805639
ACOX2,0.023809523809523808,42,0.87,2.1841e-10,0.50188,-0.0657212375288962,0.0041390728476821,False,0,,0,681,76827,7.319748115539551,-0.1973568281938326,2.77142857142857,0,False,0.019,0.565,0.104,0.331,0.432,2297.0,54.7898,69.0,163.0,88.0,65.2493,0.268941,,4.0,False,False,False,True,catalytic_activity,52.0,0.8511042400750459,17,14.441999999999998,5.716956221682948e-06
ACOX3,0.21428571428571427,56,1.063,7.6016e-16,-0.44494,0.0472795621464731,0.0008278145695364,False,0,,0,700,77629,6.838492393493653,-0.0671428571428571,3.1142857142857143,0,False,0.023,0.506,0.087,0.407,0.447,2872.0,56.3005,58.0,90.0,679.0,66.1912,0.178414,,5.0,False,False,False,True,catalytic_activity,54.0,0.6925074968277238,49,43.675,0.0001595301586264
ACP1,0.15315315315315314,111,1.802,1.7531e-08,-0.24852,0.1518960858795535,0.0008278145695364,False,0,,0,158,18042,6.294884300231933,-0.4917721518987343,2.985714285714286,0,False,0.044,0.538,0.057,0.405,0.234,1474.0,45.4927,44.0,18.0,979.0,49.0566,,,2.0,False,False,False,True,catalytic_activity,54.0,0.5007565446714494,10,8.025,0.001177591860902
ACP2,0.203125,64,0.753,6.2383e-05,0.82592,0.0493247221139948,0.0,False,0,,0,423,48344,6.275104331970215,-0.3262411347517731,3.957142857142859,1,True,0.045,0.449,0.097,0.454,0.331,2111.0,59.434,31.0,25.0,814.0,72.6415,0.131667,,5.0,False,False,False,True,catalytic_activity,54.0,0.4567815671874731,0,0.0,0.0
ACP5,0.023809523809523808,84,0.724,0.078651,0.40019,0.0151948408080842,0.0,False,0,,0,325,36599,8.824899864196777,-0.228,2.657142857142857,0,True,0.015,0.351,0.237,0.412,0.418,1381.0,58.18,36.0,53.0,350.0,73.6196,0.104973,,4.0,False,False,False,True,catalytic_activity,40.0,0.9034051084714688,8,6.811999999999999,6.264548666189875e-05
ACP6,0.211340206185567,194,1.387,2.3344e-13,0.67767,-0.0351998499467805,0.0,False,0,,0,428,48886,6.037858390808105,-0.2572429906542056,2.6285714285714272,0,False,0.014,0.502,0.093,0.405,0.369,6956.0,52.8361,30.0,476.0,5193.0,64.8019,0.230516,,5.0,False,False,False,True,catalytic_activity,54.0,0.6611673350011974,2,1.454,0.0
ACPP,0.2890625,128,1.403,2.5463e-16,0.16828,,,False,0,,0,386,44566,5.834943199157714,-0.3007772020725389,3.228571428571428,1,True,,,,,,3174.0,47.5452,13.0,50.0,1963.0,52.9716,0.16001,,4.0,False,False,False,True,catalytic_activity,18.0,0.9980998368981416,3,2.433,7.110964282740984e-07
ACSF2,0.056910569105691054,123,0.654,1.4241e-05,1.981,-0.139971535220458,0.0074503311258278,False,0,,0,615,68125,7.498506736755371,-0.1297560975609756,2.8571428571428568,0,False,0.008,0.421,0.189,0.39,0.468,2177.0,56.5476,50.0,44.0,285.0,73.3766,0.246876,,5.0,False,False,False,True,catalytic_activity,54.0,0.8015573790180341,18,15.303,9.744690500073256e-05
ACSF3,0.17721518987341772,79,1.772,2.3246e-26,-1.3005,0.0834011370459039,0.0,False,0,,0,576,64130,8.644323921203615,-0.0833333333333333,2.4428571428571426,0,False,0.005,0.33,0.241,0.429,0.455,4095.0,60.9474,36.0,338.0,2026.0,75.7366,0.188104,,5.0,False,False,False,True,catalytic_activity,54.0,0.4886414689817874,12,11.119000000000002,2.714051415332396e-05
ACSL1,0.14,50,0.476,0.0015324,1.4037,-0.0094437976928066,0.0024834437086092,False,0,,0,698,77943,6.810527610778809,-0.102865329512894,3.685714285714284,1,False,0.011,0.421,0.176,0.403,0.437,3712.0,48.784,121.0,85.0,1530.0,51.9313,0.139722,,6.0,False,False,False,True,catalytic_activity,54.0,0.8829969137912799,25,20.493999999999996,0.0003122165049744
ACSL3,0.725,80,0.55,0.00034758,2.0117,-0.4192650525154914,0.304635761589404,False,0,,0,720,80420,8.651737785339357,-0.1847222222222222,2.6000000000000005,1,False,0.06,0.461,0.147,0.392,0.478,5577.0,40.4993,65.0,429.0,2985.0,35.2288,0.06409,,6.0,False,False,False,True,catalytic_activity,54.0,0.5313132745727667,12,9.745,1.8979495163144475e-05
ACSL5,0.23333333333333334,60,0.727,2.8888e-09,0.71717,0.0480858011595653,0.0008278145695364,False,0,,0,683,75991,6.492683982849121,-0.0710102489019033,3.028571428571427,1,False,0.006,0.425,0.192,0.383,0.498,3253.0,47.271,46.0,183.0,1018.0,52.193,0.163328,,5.0,False,False,False,True,catalytic_activity,54.0,0.867076979809454,9,7.357999999999999,1.331594300432582e-05
ACSS1,0.1506849315068493,146,0.759,3.0776e-07,1.8341,0.0759515915747445,0.0,False,0,,0,689,74857,6.66371250152588,-0.0783744557329462,3.1571428571428557,0,False,0.09,0.357,0.218,0.425,0.476,3632.0,60.628,36.0,37.0,1525.0,73.6232,0.088699,,4.0,False,False,False,True,catalytic_activity,54.0,0.5509095591389094,42,37.88399999999999,0.0005594638814803
ACSS2,0.14634146341463414,164,0.903,1.1443e-13,1.0825,0.1582903133570562,0.0,False,0,,0,701,78580,6.024671745300293,-0.2770328102710414,3.0714285714285716,0,False,0.068,0.318,0.214,0.468,0.451,2885.0,54.8908,80.0,34.0,745.0,63.2479,0.085049,,5.0,False,False,False,True,catalytic_activity,54.0,0.6062104905710646,42,37.69600000000001,0.0002268761469943
ACSS3,0.10377358490566038,106,0.951,5.0483e-13,0.14647,0.0182389710365888,0.0008278145695364,False,0,,0,686,74778,8.83573055267334,-0.1348396501457726,2.6714285714285717,0,False,0.086,0.287,0.238,0.475,0.501,8391.0,47.9864,29.0,42.0,6288.0,43.9592,0.111177,,5.0,False,False,False,True,catalytic_activity,49.0,0.7140441863619579,24,21.34,2.5628172439151218e-05
ACTA1,0.08241758241758242,182,1.223,1.1385e-06,4.5292,-0.1343426001351405,0.0165562913907284,False,0,,0,377,42051,5.229437446594236,-0.2323607427055702,2.3999999999999995,0,False,0.016,0.355,0.156,0.489,0.369,1491.0,61.7284,18.0,103.0,254.0,89.6825,0.002055,,2.0,False,False,False,True,catalytic_activity,52.0,0.9982782403415986,45,41.09399999999999,0.0012559017965879
ACTB,0.24778761061946902,226,0.232,0.98564,5.0206,-0.8145153585686781,0.7210264900662252,True,1,10.0,1,375,41737,5.290482521057128,-0.1997333333333333,2.3999999999999995,0,False,0.008,0.365,0.168,0.467,0.379,1812.0,60.5496,64.0,84.0,600.0,84.5745,0.005065,,4.0,False,False,False,True,catalytic_activity,54.0,0.7153307914131749,293,250.89000000000004,0.0360392500699574
ACTBL2,0.03614457831325301,83,1.946,5.8166e-16,-0.35507,0.0152585861466353,0.0,True,1,9.0,1,376,42003,5.389211845397949,-0.1901595744680851,2.3999999999999995,0,False,0.011,0.364,0.176,0.46,0.402,2794.0,53.2272,1.0,104.0,1559.0,63.6605,0.02644,,1.0,False,False,False,False,structural_molecule_activity,0.0,0.9874385774064036,9,6.83,3.4958151718836385e-06
ACTG1,0.3652173913043478,115,0.858,0.0047837,3.16,-0.7809428109824934,0.8327814569536424,True,1,3.0,1,375,41793,5.307534217834472,-0.1989333333333333,2.442857142857143,0,False,0.008,0.373,0.168,0.459,0.376,1919.0,60.9043,57.0,72.0,719.0,85.9043,0.003615,,3.0,False,False,False,True,catalytic_activity,54.0,0.7049562818830607,131,114.43200000000006,0.003846964490448
ACTL6A,0.8555555555555555,180,0.246,0.99665,2.9398,-1.5664983940518311,0.9942052980132452,True,1,3.0,1,429,47461,5.3930768966674805,-0.2680652680652681,2.3714285714285697,0,False,0.021,0.357,0.189,0.454,0.396,1854.0,43.4884,40.0,167.0,397.0,37.6744,0.007978,,4.0,False,False,False,False,molecular_function_regulator,54.0,0.7028142686875333,72,66.12900000000005,0.0002342372269045
ACTN1,0.07792207792207792,77,0.213,0.99997,3.3621,-0.1244466044245029,0.0149006622516556,True,1,1.0,1,892,103058,5.2482511520385735,-0.598542600896861,2.6857142857142833,0,False,0.015,0.629,0.054,0.317,0.383,3722.0,57.377,77.0,246.0,731.0,79.5628,0.007266,,5.0,False,False,False,False,structural_molecule_activity,54.0,0.8313904766579371,50,42.332,0.0016280590704427
ACTN4,0.19083969465648856,131,0.099,1.0,4.1552,0.0070844754040054,0.0057947019867549,True,1,6.0,1,911,104854,5.268940544128417,-0.6367727771679473,2.642857142857143,0,False,0.045,0.622,0.04,0.338,0.381,4990.0,60.0877,36.0,97.0,2157.0,86.7325,0.014191,,3.0,False,False,False,False,molecular_function_regulator,54.0,0.7945739799471337,47,40.66,0.0004172349855786
ACTR10,0.03333333333333333,90,0.658,0.0015053,1.1669,-1.2157538963329806,0.9867549668874172,False,0,,0,417,46307,7.06488208770752,-0.0047961630695443,2.6000000000000005,0,False,0.031,0.458,0.132,0.41,0.4,2408.0,42.4242,56.0,69.0,1085.0,35.1675,0.051316,,5.0,False,False,False,False,structural_molecule_activity,54.0,0.3903761847953659,22,20.236000000000008,2.8127014203103744e-05
ACTR1A,0.1016949152542373,59,0.327,0.96621,3.0266,-0.925499665619852,0.7806291390728477,False,0,,0,376,42614,6.189561653137207,-0.2845744680851064,2.5428571428571423,0,False,0.019,0.362,0.178,0.46,0.407,2830.0,52.4315,33.0,65.0,1634.0,62.3342,0.0,,5.0,False,False,False,False,structural_molecule_activity,54.0,0.4312945552168607,22,20.712,6.040849259677917e-05
ACTR1B,0.10810810810810811,111,0.684,0.0010746,1.0434,-0.2984469223189791,0.0993377483443708,False,0,,0,376,42293,5.981133079528808,-0.2441489361702127,2.4857142857142844,0,False,0.021,0.354,0.191,0.455,0.41,2204.0,57.8249,40.0,154.0,919.0,74.0053,0.009285,,1.0,False,False,False,False,structural_molecule_activity,54.0,0.5103941100137867,12,11.342,2.062663482387851e-06
ACTR2,0.19672131147540983,122,0.195,0.99896,3.6696,-1.3769030314394752,0.9834437086092715,True,1,7.0,1,394,44761,6.29471378326416,-0.1847715736040608,2.8000000000000007,0,False,0.015,0.401,0.183,0.416,0.378,3783.0,42.616,33.0,79.0,2519.0,39.7468,0.0,,5.0,False,False,False,False,structural_molecule_activity,54.0,0.782505022435527,46,40.54400000000001,0.0003612232678433
ACTR3,0.27522935779816515,109,0.118,0.99986,3.6093,-0.471726887036029,0.4155629139072848,True,1,7.0,1,418,47371,5.6113386154174805,-0.2662679425837321,2.7142857142857144,0,False,0.01,0.426,0.127,0.447,0.411,6589.0,42.0048,42.0,191.0,5141.0,34.8449,0.00278,,5.0,False,False,False,False,structural_molecule_activity,54.0,0.7637029161853576,34,30.080000000000005,6.955831093668283e-05
ACTR3B,0.135678391959799,199,0.192,0.99911,2.9731,0.0022869169701725,0.0024834437086092,False,0,,0,418,47608,5.6113386154174805,-0.1897129186602871,2.714285714285715,0,False,0.012,0.45,0.127,0.423,0.431,2213.0,49.4033,27.0,131.0,825.0,55.3699,,,3.0,False,False,False,False,binding,54.0,0.7740356833917381,24,21.841,3.282250870413593e-05
ACTR5,0.25170068027210885,147,1.006,1.1352e-09,0.40541,-0.3071368340522288,0.2036423841059602,True,1,7.0,1,607,68297,5.169074440002439,-0.4230642504118616,2.371428571428571,0,False,0.193,0.456,0.11,0.434,0.397,2547.0,55.4276,17.0,19.0,704.0,63.9803,0.069233,,6.0,False,False,False,False,molecular_function_regulator,54.0,0.6751960681199283,20,18.78,5.806048491304282e-05
ACTR6,0.43137254901960786,102,1.083,5.4629e-09,1.8929,-0.737960804082386,0.7764900662251656,True,1,5.0,1,396,45810,4.918528175354003,-0.2972222222222223,2.6428571428571423,0,False,0.013,0.318,0.27,0.412,0.386,1737.0,36.1041,33.0,37.0,509.0,30.2267,0.011097,,6.0,False,False,False,False,binding,54.0,0.455217759306168,13,11.528999999999998,7.995597196585565e-06
ACTR8,0.5121951219512195,41,0.988,5.4097e-15,1.2321,-0.5891992220147023,0.6291390728476821,True,1,7.0,1,624,70484,7.863676261901856,-0.4671474358974359,2.500000000000008,0,False,0.163,0.397,0.13,0.473,0.454,3579.0,47.2,19.0,51.0,1653.0,46.88,0.019573,,6.0,False,False,False,False,binding,54.0,0.6029090151370693,19,17.651,1.3439405203205846e-05
ACVR1,0.4807692307692308,104,0.454,0.3254,2.3371,0.0580753828348308,0.0016556291390728,False,0,,0,509,57153,7.117571830749512,-0.1801571709233792,3.5,1,True,0.014,0.344,0.204,0.452,0.42,3332.0,47.9085,54.0,717.0,1085.0,53.3333,0.015084,,4.0,False,True,True,True,catalytic_activity,53.0,0.6357283180000275,9,8.215,2.8853179160040458e-05
ACYP1,0.225,80,1.486,0.070318,0.56831,-0.0041308549931812,0.0,False,0,,0,99,11261,9.300676536560058,-0.5565656565656565,2.0428571428571427,0,False,0.04,0.232,0.404,0.364,0.131,580.0,44.0,19.0,79.0,201.0,49.0,,,1.0,False,False,False,True,catalytic_activity,53.0,0.5512016978776288,8,7.253000000000001,2.9389856951110026e-07
ACYP2,0.08403361344537816,119,1.836,6.5331e-05,-0.51232,0.0639033668164656,0.0,False,0,,0,99,11140,9.516903495788572,-0.601010101010101,2.2,0,False,0.404,0.303,0.374,0.323,0.152,882.0,45.3333,15.0,84.0,498.0,52.0,0.344014,,4.0,False,False,False,True,catalytic_activity,53.0,0.7175209808542353,8,7.263,2.9389856951110026e-07
ADA,0.49324324324324326,148,1.321,2.8825e-12,0.11775,-0.0126200531481001,0.0016556291390728,True,1,1.0,1,363,40764,5.626685142517089,-0.3944903581267217,2.4,0,False,0.014,0.413,0.129,0.458,0.333,1496.0,57.2344,73.0,92.0,312.0,73.0769,0.09393,,5.0,False,False,False,True,catalytic_activity,53.0,0.890534773309462,21,18.726000000000003,0.0003171815789312
ADAL,0.23529411764705882,51,1.174,1.6257e-06,1.1761,,,False,0,,0,355,40264,5.886211967468261,-0.3994366197183099,2.085714285714285,0,False,0.014,0.408,0.161,0.431,0.352,4268.0,42.1348,33.0,576.0,2624.0,41.0112,0.1457,,6.0,False,False,False,True,catalytic_activity,53.0,0.6082376265744479,2,1.579,3.058159259335461e-07
ADAM10,0.09615384615384616,52,0.117,1.0,3.3058,0.0090933848936,0.0057947019867549,False,0,,0,748,84142,8.035291099548338,-0.5989304812834225,3.3000000000000007,1,True,0.167,0.251,0.203,0.546,0.372,11158.0,41.611,40.0,173.0,8738.0,33.2443,0.037923,,5.0,False,False,False,True,catalytic_activity,54.0,0.7170515381757061,29,23.496,0.0002563216266826
ADAM15,0.41708542713567837,199,0.864,2.4409e-16,1.0693,-0.0774561498155497,0.0024834437086092,True,1,1.0,1,863,92959,6.296703147888183,-0.2638470451911935,3.971428571428573,1,True,0.299,0.283,0.132,0.585,0.345,2936.0,61.8441,91.0,71.0,273.0,67.2454,0.19991,,3.0,False,False,False,True,catalytic_activity,54.0,0.6744559457989426,8,6.873,4.044795229233274e-06
ADAM17,0.6428571428571429,112,0.28,0.99528,2.451,0.0380572597899594,0.0074503311258278,False,0,,0,824,93021,5.498513221740722,-0.5726941747572816,3.2142857142857144,1,True,0.257,0.33,0.147,0.523,0.356,4391.0,44.6061,48.0,225.0,1691.0,45.697,0.062239,,5.0,False,False,False,True,catalytic_activity,54.0,0.6652134485165455,17,14.454,0.0003288006375143
ADAM9,0.8666666666666667,120,0.417,0.029431,1.9036,0.0040744031385789,0.0,True,1,1.0,1,819,90556,7.712050819396972,-0.3774114774114774,3.585714285714289,1,True,0.211,0.23,0.165,0.605,0.381,1463.0,48.1481,5.0,0.0,1301.0,25.9259,,,0.0,False,False,False,True,catalytic_activity,54.0,0.8985032596070011,4,3.176,1.7469202134370258e-05
ADAMTS7,0.6612903225806451,62,0.646,2.2517e-14,0.71148,0.0939880484596428,0.0,False,0,,0,1686,184095,5.805557441711425,-0.5222419928825622,3.3285714285714287,0,True,0.381,0.214,0.151,0.635,0.53,5520.0,65.8961,24.0,244.0,215.0,76.9413,0.211,,4.0,False,False,False,True,catalytic_activity,39.0,0.807929282330679,1,0.941,0.0
ADAMTSL2,0.09615384615384616,52,0.735,0.0016001,1.2469,0.0412438394947037,0.0008278145695364,False,0,,0,951,104621,6.0198972702026365,-0.6044164037854889,3.685714285714286,0,True,0.231,0.217,0.18,0.603,0.304,3875.0,64.3557,25.0,364.0,655.0,84.8739,0.076591,,4.0,False,False,False,False,binding,50.0,0.8490043301072876,3,2.458,6.999433554104835e-06
ADAMTSL4,0.09090909090909091,198,1.093,2.6008e-28,0.079961,-0.1752127053723668,0.0347682119205298,False,0,,0,1074,116545,8.78621883392334,-0.7052141527001862,3.142857142857143,0,True,0.658,0.136,0.13,0.734,0.288,4212.0,64.3721,16.0,250.0,737.0,66.2326,0.217536,,3.0,False,False,False,False,binding,48.0,0.7071120453012187,1,0.94,0.0
ADAP1,0.17567567567567569,222,0.439,0.5333,0.88817,-0.0270070722477183,0.0024834437086092,False,0,,0,374,43395,9.095409202575684,-0.6807486631016043,3.028571428571429,0,False,0.021,0.345,0.187,0.468,0.361,2349.0,61.7778,33.0,203.0,1021.0,84.2667,0.058722,,3.0,False,False,False,False,molecular_function_regulator,52.0,0.756324030440728,4,3.408,1.0904363119355035e-05
ADAP2,0.16129032258064516,93,1.078,4.2394e-10,0.80306,-0.1354175774729858,0.0074503311258278,False,0,,0,381,44349,9.43857440948486,-0.6238845144356955,3.0714285714285716,0,False,0.089,0.352,0.239,0.409,0.399,2669.0,54.1012,33.0,70.0,1453.0,66.4921,0.153177,,4.0,False,False,False,False,molecular_function_regulator,53.0,0.8151234658999924,5,3.695,2.800587371636435e-05
ADAR,0.9591836734693877,196,0.42,0.026282,2.2714,-0.4961555198400166,0.4072847682119205,True,1,1.0,1,1226,136066,8.858101081848144,-0.5810766721044045,3.2571428571428345,0,False,0.299,0.366,0.127,0.507,0.404,6610.0,51.1546,47.0,180.0,2749.0,55.6642,0.1809,,5.0,False,False,False,True,catalytic_activity,54.0,0.7337662945400402,24,19.584,0.000219342736796
ADARB1,0.0,62,0.399,0.80347,3.5179,0.0462284313052818,0.0008278145695364,False,0,,0,741,80763,9.113718223571777,-0.4453441295546558,2.9571428571428515,0,False,0.233,0.306,0.15,0.544,0.352,6902.0,55.0332,29.0,433.0,4363.0,64.8148,0.03995,,5.0,False,False,False,True,catalytic_activity,53.0,0.8601814607110965,3,2.343,7.583751809188116e-05
